movie_id,title,overview,poster_path,source_genre,genres,poster_file,Drama,Comedy,Documentary,Romance,Action,Thriller,Horror,Crime,Music,Animation,TV Movie,Family
9827,Phantoms,"In the peaceful Colorado town of Snowfield, something evil has wiped out the community. And now, it's up to a group of people to stop it, or at least get out of Snowfield alive.",/aWkmnhNBlQNIPNNz4r0PGksXgT1.jpg,['Horror'],"['Thriller', 'Science Fiction', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9827.jpg,0,0,0,0,0,1,1,0,0,0,0,0
9828,Unknown,Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,/h6hz8LjwyYM0jrz6pxAYicwwIrj.jpg,['Crime'],"['Thriller', 'Adventure', 'Mystery', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9828.jpg,0,0,0,0,0,1,0,1,0,0,0,0
9829,United 93,"A real-time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",/r3mdSgsnpoi4UiUufdybhjha68t.jpg,"['Thriller', 'Drama', 'Action', 'Crime']","['Drama', 'Action', 'Crime', 'Thriller', 'History']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9829.jpg,1,0,0,0,1,1,0,1,0,0,0,0
9830,Haven,"During a weekend, two shady businessmen flee to the Cayman Islands to avoid federal prosecution. But their escape ignites a chain reaction that leads a British native to commit a crime that changes the nation.",/cV6rQ2wPN5I58d34DHyFAmO36BF.jpg,['Crime'],"['Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9830.jpg,1,0,0,0,0,0,0,1,0,0,0,0
9833,The Phantom of the Opera,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opera House.,/pFf1Xxzgxo6ffxAJeSkAb5b0P4S.jpg,"['Romance', 'Drama', 'Thriller']","['Thriller', 'Drama', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9833.jpg,1,0,0,1,0,1,0,0,0,0,0,0
9835,Jane Austen's Mafia!,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,/gGgirOcInrfjWgemKMjvZc3fGtU.jpg,['Crime'],"['Comedy', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9835.jpg,0,1,0,0,0,0,0,1,0,0,0,0
9836,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",/za41IHkj6LnkilfTzv5B2qmthKD.jpg,"['Comedy', 'Family', 'Animation']","['Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9836.jpg,0,1,0,0,0,0,0,0,0,1,0,1
9837,The Prince of Egypt,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,"['Animation', 'Family', 'Drama']","['Adventure', 'Family', 'Animation', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9837.jpg,1,0,0,0,0,0,0,0,0,1,0,1
9838,King Solomon's Mines,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.",/kpaW2gh0hjMPwoz30JL3gRKi2Ho.jpg,"['Comedy', 'Action']","['Adventure', 'Comedy', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9838.jpg,0,1,0,0,1,0,0,0,0,0,0,0
9839,Beyond Borders,"Sarah Jordan, an American living in London in 1984, is married to the son of a wealthy British industrialist. She encounters Nick Callahan, a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",/j7Upm2AtGuTzCs2Asq0GyBIMAxX.jpg,['Romance'],"['Romance', 'Adventure', 'War', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9839.jpg,1,0,0,1,0,0,0,0,0,0,0,0
9842,School for Scoundrels,"In the hope of winning the woman of his dreams, Amanda, lovelorn meter-reader Roger Wadell enrolls in a secret confidence-building class. The course's title takes on much more meaning when he discovers that his egomaniacal professor Dr. P also wants the same woman. They begin a fierce rivalry that quickly spirals out of control, their pranks and insults get uglier as they try to prove who is the ultimate guy's guy.",/6SPeiQfuECcdQeKUh4ahMjtW0tZ.jpg,['Romance'],"['Comedy', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9842.jpg,0,1,0,1,0,0,0,0,0,0,0,0
9845,Dance with the Devil,"She's sexy, shameless and loves taking people to their limit. She's a dangerous young woman who dreams about a jaguar that licks her naked body and sleeps by her side. Her past is bathed in blood and weird passions. Now she's met the man of her wildest dreams. He's dark, tough and mysterious. He likes robbing banks, trafficking in corpses and spicing it all with voodoo rituals. Together, the duo sets off toward Mexico destined to become the most feared outlaws in the continent.",/ckAOWM8cxW6XFquImEaggbOo1WB.jpg,"['Thriller', 'Action']","['Thriller', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9845.jpg,0,0,0,0,1,1,0,0,0,0,0,0
9846,To Live and Die in L.A.,"When his longtime partner on the force is killed, reckless U.S. Secret Service agent Richard Chance vows revenge, setting out to nab dangerous counterfeit artist Eric Masters.",/2iW3pSihBIhXjnBQmUJ0mAiZbB5.jpg,"['Thriller', 'Action', 'Crime']","['Thriller', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9846.jpg,0,0,0,0,1,1,0,1,0,0,0,0
9849,My Favorite Martian,"Ambitious television reporter Tim O'Hara stumbles upon a martian whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.",/pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg,['Family'],"['Comedy', 'Family', 'Science Fiction']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9849.jpg,0,1,0,0,0,0,0,0,0,0,0,1
9869,Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",/yToAJg67r3hk3Ux3sfXOdpiqxU.jpg,"['Thriller', 'Drama', 'Action', 'Crime']","['Thriller', 'Drama', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9869.jpg,1,0,0,0,1,1,0,1,0,0,0,0
9870,Forgetting Sarah Marshall,"When actress Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend Brian suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful receptionist Rachel Jansen, Peter is shocked to see not only Aldous in Hawaii, but also Sarah.",/d4elOzyhNWVlxpG7BwigrumkFTe.jpg,"['Romance', 'Comedy', 'Drama']","['Comedy', 'Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9870.jpg,1,1,0,1,0,0,0,0,0,0,0,0
9871,Ginger Snaps,"The story of two outcast sisters, Ginger and Brigitte, in the mindless suburban town of Bailey Downs. On the night of Ginger's first period, she is savagely attacked by a wild creature. Ginger's wounds miraculously heal but something is not quite right. Now Brigitte must save her sister and save herself.",/ozohDiJd7Oi65NEf8B0ya7lR9Fr.jpg,"['Thriller', 'Horror']","['Thriller', 'Drama', 'Horror', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9871.jpg,1,0,0,0,0,1,1,0,0,0,0,0
9872,Explorers,"Middle schooler Ben spends his free time watching sci-fi films, playing video games and reading comic books. Surprisingly, his affinity for all things fantastical yields a real result – when he has a vivid dream about technology, his prodigy best friend Wolfgang manages to create a working spacecraft. Joined by their buddy Darren, the boys take off into outer space and encounter some very odd extraterrestrial life.",/oFJosj5ECYjf1jkvpTEjGNzPx2x.jpg,['Family'],"['Adventure', 'Family', 'Science Fiction']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9872.jpg,0,0,0,0,0,0,0,0,0,0,0,1
9873,F/X,"A movies special effects man is hired by a government agency to help stage the assassination of a well known gangster. When the agency double cross him, he uses his special effects to trap the gangster and the corrupt agents.",/nQuwGPekJ2AsaX8el9yWd7OT6xQ.jpg,"['Thriller', 'Action']","['Thriller', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9873.jpg,0,0,0,0,1,1,0,0,0,0,0,0
9874,Cobra,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,/jCxfbTh8JvJil5edhNywxaTHoWv.jpg,"['Thriller', 'Action', 'Crime']","['Thriller', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9874.jpg,0,0,0,0,1,1,0,1,0,0,0,0
9876,Stop! Or My Mom Will Shoot,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.",/yCw4U5FK7C9hVWF2qcLO4EVvkCc.jpg,"['Comedy', 'Action']","['Comedy', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9876.jpg,0,1,0,0,1,0,0,0,0,0,0,0
9877,Urban Legend,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,/dUvZDNU9G0njhM628NA5phASntq.jpg,['Horror'],"['Mystery', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9877.jpg,0,0,0,0,0,0,1,0,0,0,0,0
9878,The Boy in the Plastic Bubble,"Tod Lubitch is born with a deficient immune system. As such, he must spend the rest of his life in a completely sterile environment. His room is completely hermetically sealed against bacteria and virus, his food is specially prepared, and his only human contact comes in the form of gloved hands. The movie follows his life into a teenager.",/qZHhtOaXj3GhmivPhsmCnLkitpY.jpg,['TV Movie'],"['Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9878.jpg,1,0,0,0,0,0,0,0,0,0,1,0
9879,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",/4zMy6R7acotCmGoDk4sjzRtDwKn.jpg,"['Comedy', 'Drama', 'Crime']","['Comedy', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9879.jpg,1,1,0,0,0,0,0,1,0,0,0,0
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",/wA4lgl8gmoICSShviCkEB61nIBB.jpg,"['Comedy', 'Family', 'Romance']","['Comedy', 'Family', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9880.jpg,0,1,0,1,0,0,0,0,0,0,0,1
9882,The Siege,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",/6aSo9FepBA6zNEHgA3bgqt3UaOk.jpg,"['Thriller', 'Drama', 'Action', 'Crime']","['Thriller', 'Drama', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9882.jpg,1,0,0,0,1,1,0,1,0,0,0,0
9884,Collateral Damage,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,/rALb2pU8QQGIlYdHezB2F5kwecI.jpg,"['Thriller', 'Drama', 'Action']","['Thriller', 'Drama', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9884.jpg,1,0,0,0,1,1,0,0,0,0,0,0
9885,Wolf Creek,"Stranded backpackers in remote Australia fall prey to a murderous bushman, who offers to fix their car, then takes them captive.",/8NiRpqO3vx7ny6jagrEN61hu7qG.jpg,"['Thriller', 'Horror']","['Thriller', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9885.jpg,0,0,0,0,0,1,1,0,0,0,0,0
9886,Johnny Mnemonic,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,['Action'],"['Adventure', 'Science Fiction', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9886.jpg,0,0,0,0,1,0,0,0,0,0,0,0
9889,Shallow Hal,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",/gtcsIu8yBlfONaOENj78UFJLbjQ.jpg,"['Comedy', 'Romance']","['Comedy', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9889.jpg,0,1,0,1,0,0,0,0,0,0,0,0
9890,The Stepford Wives,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",/ygr0Wlmm1KmE16TUefNitIscVBG.jpg,"['Comedy', 'Horror']","['Comedy', 'Science Fiction', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9890.jpg,0,1,0,0,0,0,1,0,0,0,0,0
9893,Sleepover,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",/p9CyHjVFCQfjhLfn9Xo0WPpYHQr.jpg,"['Comedy', 'Family']","['Comedy', 'Family']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9893.jpg,0,1,0,0,0,0,0,0,0,0,0,1
9894,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",/YJt9l3RdrRohI95btQKPXwpdii.jpg,"['Thriller', 'Comedy', 'Drama']","['Thriller', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9894.jpg,1,1,0,0,0,1,0,0,0,0,0,0
9896,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",/3dpim9bLdi5uh55idJ6HxA7eZH4.jpg,['Comedy'],"['Adventure', 'Comedy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9896.jpg,0,1,0,0,0,0,0,0,0,0,0,0
9900,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother.",/fSRdHBtisU0zhks4OjKezI3jnt7.jpg,['Comedy'],['Comedy'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9900.jpg,0,1,0,0,0,0,0,0,0,0,0,0
9902,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",/7lyxwOg7SdGff79yKCQmJ3AKWSf.jpg,"['Thriller', 'Horror']","['Thriller', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9902.jpg,0,0,0,0,0,1,1,0,0,0,0,0
9904,The Wild,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",/sxqzaOto1qyUseSg6YpIP9Su5lp.jpg,"['Family', 'Animation']","['Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9904.jpg,0,0,0,0,0,0,0,0,0,1,0,1
9905,Shallow Grave,"When David, Juliet, and Alex find their new roommate dead with a large sum of money, they agree to hide the body and keep the cash. However, this newfound fortune gradually corrodes their friendship.",/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,"['Thriller', 'Crime']","['Thriller', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9905.jpg,0,0,0,0,0,1,0,1,0,0,0,0
9906,The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",/oFuqX0inTvbA1XAFv2x3CQnI65m.jpg,"['Comedy', 'Family', 'Animation']","['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9906.jpg,0,1,0,0,0,0,0,0,0,1,0,1
9907,Barnyard,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",/vPu2TfokecRICi9ScwtHh41RM4i.jpg,"['Comedy', 'Family', 'Animation']","['Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9907.jpg,0,1,0,0,0,0,0,0,0,1,0,1
9909,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,['Drama'],['Drama'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9909.jpg,1,0,0,0,0,0,0,0,0,0,0,0
9910,Two for the Money,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg,"['Thriller', 'Comedy', 'Crime']","['Thriller', 'Comedy', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9910.jpg,1,1,0,0,0,1,0,1,0,0,0,0
9912,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",/i7obsEYXjo725H9vneFqxxUiZw7.jpg,['Drama'],"['Adventure', 'Drama', 'History']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9912.jpg,1,0,0,0,0,0,0,0,0,0,0,0
9913,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,/wHmubdzrVw8oq7htzrf364wsJNp.jpg,"['Thriller', 'Drama', 'Horror']","['Thriller', 'Mystery', 'Drama', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9913.jpg,1,0,0,0,0,1,1,0,0,0,0,0
9918,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,['Drama'],"['History', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9918.jpg,1,0,0,0,0,0,0,0,0,0,0,0
9919,How to Lose a Guy in 10 Days,"It's the battle of wills, as Andie needs to prove she can dump a guy in 10 days, whereas Ben needs to prove he can win a girl in 10 days. Now, the clock is ticking—and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",/2dlftyPz7mTYbrsPvTogyFmYd7d.jpg,"['Comedy', 'Romance']","['Comedy', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9919.jpg,0,1,0,1,0,0,0,0,0,0,0,0
9920,Ultraviolet,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",/27OzQ2BBahQHYPiPEAXRXMbhnPQ.jpg,"['Thriller', 'Action']","['Thriller', 'Science Fiction', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9920.jpg,0,0,0,0,1,1,0,0,0,0,0,0
9921,Shadowboxer,"Mikey and Rose are professional assassins. They are also lovers, and once upon a time Rose also knew Mikey's father. During an elaborate hit job for a malicious gangster, Rose fails to kill the main target, the gangster's pregnant girlfriend. Instead, she delivers her baby and convinces Mikey to help her protect them both. As Rose weakens from cancer, Mikey becomes breadwinner for this unusual family. But tranquility will not last.",/eqXOZ5a3q8AAM8jvNaVQC8PAILk.jpg,['Crime'],"['Thriller', 'Drama', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9921.jpg,1,0,0,0,1,1,0,1,0,0,0,0
9922,The Postman,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",/piVzOuKFLHNGLxnjwNtibC26lTy.jpg,['Action'],"['Adventure', 'Science Fiction', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9922.jpg,0,0,0,0,1,0,0,0,0,0,0,0
9923,Domino,"The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.",/yLjQ7QIdUt3qZY0d9FPxDT40BD1.jpg,"['Thriller', 'Action', 'Crime']","['Thriller', 'Drama', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9923.jpg,1,0,0,0,1,1,0,1,0,0,0,0
9925,Funny Money,"Henry Perkins, a mild-mannered accountant, accidentally trades briefcases with another man, to find out that there's a million dollars inside. Henry tells his unsuspecting wife of their new-found fortune, but she doesn't embrace it as well as he does. Soon they're joined by their best friends, a cop on the take, a cop on the hunt, and the dreaded Mr. Big, who has come to claim his money.",/oG3jWUZiDqqrdk3oKwPEkuwoN89.jpg,['Crime'],"['Comedy', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9925.jpg,0,1,0,0,0,0,0,1,0,0,0,0
9927,The Ringer,"Pressured by a greedy uncle and a pile of debt, lovable loser Steve Barker resorts to an unthinkable, contemptible, just-crazy-enough-to-work scheme. He pretends to be mentally challenged to rig the upcoming Special Olympics and bring home the gold. But when Steve's fellow competitors get wise to the con, they inspire him to rise to the greatest challenge of all: becoming a better person.",/sEkEGRMaqDj4SMofgjOYVGR4o18.jpg,['Comedy'],['Comedy'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9927.jpg,0,1,0,0,0,0,0,0,0,0,0,0
9928,Robots,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Bigweld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",/fnKCh67l2DDG9NxxIlk9IpsXQ99.jpg,"['Comedy', 'Family', 'Animation']","['Science Fiction', 'Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9928.jpg,0,1,0,0,0,0,0,0,0,1,0,1
9929,Asterix and Cleopatra,"Popular animated hero Asterix and his faithful sidekick Obelix travel to ancient Egypt to help Cleopatra build a new summer home. Cleopatra and Julius Caesar have made a bet, with Caesar wagering the project cannot be completed in a few weeks time. With the help of a magic potion, Asterix comes to the rescue of the Queen of the Nile as Caesar and an angry architect plot against them.",/gNpKAmWFsCiWKKx39Ap8pF7EWQg.jpg,"['Family', 'Animation']","['Adventure', 'Family', 'Animation', 'Comedy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9929.jpg,0,1,0,0,0,0,0,0,0,1,0,1
9930,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",/aZKGkQ9rpMyQ75sbdLnpmiM3m73.jpg,['Crime'],"['Comedy', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9930.jpg,0,1,0,0,0,0,0,1,0,0,0,0
9932,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",/av1JZYL0F1OJyaKw40YKCimyv16.jpg,"['Comedy', 'Crime']","['Comedy', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9932.jpg,0,1,0,0,0,0,0,1,0,0,0,0
9942,Major League,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",/z5udcocU8TQWh3M8bbw4C2KEM3E.jpg,['Comedy'],['Comedy'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9942.jpg,0,1,0,0,0,0,0,0,0,0,0,0
9944,The Pelican Brief,"A law student's theory about the recent deaths of two Supreme Court justices embroils her in a far-reaching web of murder, corruption, and greed.",/1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg,['Thriller'],['Thriller'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9944.jpg,0,0,0,0,0,1,0,0,0,0,0,0
9945,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,/aQvS6BV0GBKEbQl3PEeVPqfaQsc.jpg,"['Action', 'Horror']","['Horror', 'Action', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9945.jpg,0,0,0,0,1,0,1,0,0,0,0,0
9946,End of Days,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.",/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg,"['Action', 'Horror']","['Fantasy', 'Action', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/9946.jpg,0,0,0,0,1,0,1,0,0,0,0,0
