movie_id,title,overview,poster_path,source_genre,genres,poster_file,Drama,Comedy,Documentary,Romance,Action,Thriller,Horror,Crime,Music,Animation,TV Movie,Family,title_length,overview_word_count,num_genres
36679,Godzilla vs. King Ghidorah,"The Futurians, time-travelers from the 23rd century, arrive in Japan to warn them of the nation's destruction under Godzilla. They offer to help erase Godzilla from history by preventing his creation. With Godzilla seemingly gone, a new monster emerges as the Futurians' true intentions are revealed.",/fC4D8eGskNexJrg1IEyf9oFkkyw.jpg,['Action'],"['Adventure', 'Science Fiction', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36679.jpg,0,0,0,0,1,0,0,0,0,0,0,0,26,46,1
36685,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,"['Comedy', 'Horror']","['Comedy', 'Science Fiction', 'Horror', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36685.jpg,0,1,0,0,0,0,1,0,0,0,0,0,29,60,2
36704,In Society,"Two bumbling plumbers are hired by a socialite to fix a leak. A case of mistaken identity gets the pair an invitation to a fancy party and an entree into high society. As expected, things don't go too smoothly.",/pZXKEg9P4bbEaZUem8YFgVI5iPV.jpg,['Music'],"['Music', 'Comedy', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36704.jpg,0,1,0,0,1,0,0,1,1,0,0,0,10,39,4
36718,Lagerfeld Confidential,"For the first time Karl Lagerfeld has agreed to let someone create an artwork on his every day life and to trust in the director. Until today there is no authorised biography existing and the memories who Karl Lagerfeld would compose stay perfectly confidential. After three years of work, and over three hundred hours of footage, Rodolphe Marconi discloses the daily life of the star through his personal lens as a filmmaker.",/c6d4gvX9CmxzrimTMdl42uw65rE.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36718.jpg,0,0,1,0,0,0,0,0,0,0,0,0,22,72,1
36724,The Decline of Western Civilization Part II: The Metal Years,"An exploration of the heavy metal scene in Los Angeles, with particular emphasis on glam metal. It features concert footage and interviews of legendary heavy metal and hard rock bands and artists such as Aerosmith, Alice Cooper, Kiss, Megadeth, Motörhead, Ozzy Osbourne and W.A.S.P..",/4XoeABOgfPzYIzv2UoGKAdZbbR7.jpg,"['Music', 'Documentary']","['Music', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36724.jpg,0,0,1,0,0,0,0,0,1,0,0,0,60,44,2
36730,My House in Umbria,"Emily Delahunty is an eccentric British romance novelist who lives in Umbria in central Italy. One day while travelling, the train she is on is bombed by terrorists. After she wakes up in a hospital, she invites three of the other survivors of the disaster to stay at her Italian villa for recuperation. Of these are The General, a retired British Army veteran, Werner, a young German man, and Aimee, a young American girl who has now become mute after her parents were both killed in the explosion.",/dyj02YDyArr6iKa1M5jX0X9rRpo.jpg,['TV Movie'],"['Drama', 'Mystery', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36730.jpg,1,0,0,0,0,0,0,0,0,0,1,0,18,88,2
36736,The Drawn Together Movie: The Movie!,"When the mystery-solving musician Foxxy Love notices she and her fellow housemates can curse without being bleeped—something they've never been able to do before—she realizes their show has been canceled. Determined to get back on the air, the gang travels to Make-A-Point-Land in order to get a point (and get back on the air).",/gVQYBtUXC8GUQZx6RxigC3Hleab.jpg,['Animation'],"['Comedy', 'Animation', 'Mystery']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36736.jpg,0,1,0,0,0,0,0,0,0,1,0,0,36,54,2
36739,School Daze,Fraternity and sorority members clash with other students at a historically black college during homecoming weekend.,/vnfjKHcmah7ReMxLNF18JMXFgSZ.jpg,['Music'],"['Music', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36739.jpg,1,1,0,0,0,0,0,0,1,0,0,0,11,16,3
36746,Punk's Not Dead,"On the edge of the 30th anniversary of punk rock, Punk's Not Dead takes you into the sweaty underground clubs, backyard parties, recording studios, shopping malls and stadiums where punk rock music and culture continue to thrive.",/gcqqxXFBfRMo5hDsyUVtzU57zBc.jpg,['Music'],"['Music', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36746.jpg,0,0,1,0,0,0,0,0,1,0,0,0,15,37,2
36751,Twice Upon a Time,"In the world of the Murkworks where nightmares are made, the evil Synonamess Botch hatches a scheme to make non-stop nightmares. Only Ralph and Mumford, misfits from the cheery land of Frivoli where good dreams are made, can stop him.",/fi34fIIf0cCzhwAaUfQ49n14Z24.jpg,['Animation'],"['Adventure', 'Comedy', 'Animation', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36751.jpg,0,1,0,0,0,0,0,0,0,1,0,0,17,40,2
36753,Pikachu & Pichu,"It's double trouble in the big city! Pikachu is lost, and the Pichu Bros. must help their new pal get back before Ash notices his Pokémon is missing. It's a race against the clock that has the duo dragging Pikachu into one disaster after another!",/hEF2AMbpQYR4MVfby3KYlh4T1Fh.jpg,['Animation'],"['Adventure', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36753.jpg,0,0,0,0,0,0,0,0,0,1,0,1,15,45,2
36756,Pokémon: Pikachu's Rescue Adventure,"One day, Pikachu and its friends are walking along when they suddenly fall through a Diglett hole and into Pokémon Valley, a secret location that no one knows about. Pikachu and its buddies tell the Pokémon that they could use some help looking for Togepi, who fell through the hole first. The group sets off and eventually finds Togepi in the Exeggcute nest—but one of the Exeggcute is missing. That leads the group on another hunt; this time, though, Pikachu and its friends come back to the nest empty-handed. That’s when a storm begins to brew, filling Pokémon valley with roaring thunder and gusts of wind that almost blow the friends—and the Exeggcute nest—away! Are the friends going to be able to keep the nest safe and reunite the Exeggcute?",/eoEaWuXdxCnyhHIYjBDpb8LqX4D.jpg,['Animation'],"['Adventure', 'Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36756.jpg,0,1,0,0,0,0,0,0,0,1,0,1,35,130,3
36758,The Portrait of a Lady,"Ms. Isabel Archer isn't afraid to challenge societal norms. Impressed by her free spirit, her kindhearted cousin writes her into his fatally ill father's will. Suddenly rich and independent, Isabelle ventures into the world, along the way befriending a cynical intellectual and romancing an art enthusiast. However, the advantage of her affluence is called into question when she realizes the extent to which her money colors her relationships.",/yoUuMtWTQXzfARYE0nF7Nn7gRuS.jpg,['Romance'],"['Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36758.jpg,1,0,0,1,0,0,0,0,0,0,0,0,22,68,2
36797,RocketMan,"Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.",/laNJKezXJcWBZbKQFCtCAUl75fV.jpg,['Family'],"['Comedy', 'Family', 'Science Fiction']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36797.jpg,0,1,0,0,0,0,0,0,0,0,0,1,9,32,2
36819,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",/4VZtpwdhHQSa4LUkvujyGAHb1hG.jpg,"['Comedy', 'Family']","['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36819.jpg,0,1,0,0,0,0,0,0,0,0,0,1,12,71,2
36862,Bratz: Genie Magic,"Bratz girls Yasmin, Cloe, Jade, and Sasha befriend a runaway teenage genie named Katia, whose wish-granting powers are being taken advantage of by evil scientists.",/63s3jIsVdoXEWKq4ZSZWP1cDT9d.jpg,"['Family', 'Animation']","['Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36862.jpg,0,0,0,0,0,0,0,0,0,1,0,1,18,25,2
36868,The Jetsons Meet the Flintstones,"Elroy Jetson invents a time machine that takes him back to prehistoric times, where he meets the Flintstone family.",/7VSIIEJe79Teedg7bYgq9R5ejvO.jpg,"['Family', 'Animation', 'TV Movie']","['Family', 'TV Movie', 'Animation', 'Comedy', 'Science Fiction']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36868.jpg,0,1,0,0,0,0,0,0,0,1,1,1,32,19,4
36879,The Beast in Heat,"In a remote village in occupied Europe, the SS pursue their inhuman treatment of captured partisans in efforts to force them to betray their comrades.... while Fraulein Krast, a sadistic biologist, concentrates her efforts on the womenfolk with refined tortures and humiliation, leaving them to the mercy of a sex-crazed half-man, half-beast she has created with experimental injections.... And as advancing Allied forces approach the village, Krast herself becomes a victim of her own fiendish rituals....",/nzcVBgdHk12IBJNa4uERIbB82lJ.jpg,"['Thriller', 'Horror']","['Thriller', 'War', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36879.jpg,0,0,0,0,0,1,1,0,0,0,0,0,17,76,2
36886,Campus Swingers,A fake documentary about the sex lives of teenage girls.,/lK8r4h7s35y7VDSpIWMV0GK6FNd.jpg,['Comedy'],"['Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36886.jpg,1,1,0,0,0,0,0,0,0,0,0,0,15,10,2
36897,Pokémon: Mewtwo Returns,"The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science.",/O8cDp0004QhpHIZ3YxDPdidRYd.jpg,"['Family', 'Animation', 'Action']","['Family', 'Animation', 'Action', 'Drama', 'Adventure', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36897.jpg,1,0,0,0,1,0,0,0,0,1,0,1,23,94,4
36947,Manufacturing Consent: Noam Chomsky and the Media,A film about the noted American linguist/political dissident and his warning about corporate media's role in modern propaganda.,/2Izpz5pgB5ScVrXkIxK4TXDxZLn.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36947.jpg,0,0,1,0,0,0,0,0,0,0,0,0,49,18,1
36955,True Lies,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,"['Thriller', 'Action']","['Thriller', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36955.jpg,0,0,0,0,1,1,0,0,0,0,0,0,9,37,2
36956,Come Undone,"Anna is an accountant for an important insurance firm and lives with her longterm lover Alessio - a man who longs for a stable longterm relationship with children, home, etc. Anna, feeling as though the fire has fizzled in that relationship takes up with co-worker Domenico and the two begin a passionate affair.",/7yxCUZBxIVOG8CEZ8O9zW4u9Fju.jpg,['Romance'],"['Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36956.jpg,1,0,0,1,0,0,0,0,0,0,0,0,11,53,2
36968,Life-Size,"Sad and lonely after the death of her mother, Casey would do anything to see her again. But when a series of mystic mishaps mistakenly brings her fashion doll “Eve” to life instead, it changes Casey’s world forever!",/rMoMXfFrdKWhN446i4MpeKFxvdL.jpg,"['Family', 'TV Movie']","['Comedy', 'Family', 'Fantasy', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36968.jpg,0,1,0,0,0,0,0,0,0,0,1,1,9,38,3
36970,Oceans,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",/kIT3G7QoV1vatMCL8TAA3xnkO2V.jpg,"['Family', 'Documentary']","['Family', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36970.jpg,0,0,1,0,0,0,0,0,0,0,0,1,6,19,2
36972,Scooby Goes Hollywood,Shaggy and Scooby-Doo quit their Saturday morning TV series in pursuit of Hollywood stardom.,/t0DDWZVOyRjrpotc2qOvcFsRryp.jpg,"['Animation', 'TV Movie']","['Comedy', 'Animation', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36972.jpg,0,1,0,0,0,0,0,0,0,1,1,0,21,14,3
36974,Turtle: The Incredible Journey,"The story of a little loggerhead turtle, as she follows in the path of her ancestors on one of the most extraordinary journeys in the natural world. Born on a beach in Florida, she rides the Gulf Stream up towards the Arctic and ultimately swims around the entire North Atlantic across to Africa and back to the beach where she was born. But the odds are stacked against her; just one in ten thousand turtles survive the journey.",/iia5uG9CxpWGvalxU2lnnkofr56.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36974.jpg,0,0,1,0,0,0,0,0,0,0,0,0,30,78,1
36983,Tornado!,"An accountant sent to produce an evaluation of a tornado research project, and the scientist running the project pursue tornadoes and each other.",/kzQNHyfqdbUdpJqHyqtZSQYxq5F.jpg,['TV Movie'],"['Action', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36983.jpg,0,0,0,0,1,0,0,0,0,0,1,0,8,23,2
36992,Shakma,"A murderous baboon escapes from a laboratory and roams the research building, and begins to kill some teenagers who are also in the building playing a Dungeons-and-Dragons type game.",/aVrOi48ZJGmUPGYtFGnQtqgFSzJ.jpg,['Horror'],"['Science Fiction', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/36992.jpg,0,0,0,0,0,0,1,0,0,0,0,0,6,29,1
37011,Eroica,"British filmmaker Simon Cellan Jones directs the BBC drama Eroica, starring Ian Hart as Ludwig van Beethoven. Shot on digital video, this TV film depicts the first performance of Beethoven's Third Symphony, June 9th, 1804, in Vienna, Austria. Prince Lobkowitz (Jack Davenport) has invited friends to listen to Beethoven conduct his new symphony for the first time. Among the aristocratic attendees are Count Dietrichstein (Tim Pigott-Smith), Countess Brunsvik (Claire Skinner), and composer Josef Haydn (Frank Finlay). The actual musical score is performed by the Orchestre Revolutionaire et Romantique, under the direction of John Eliot Gardiner.",/3VEN4b7xPCqLUgfAH5LGpYiojzg.jpg,['Music'],"['Music', 'Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37011.jpg,1,0,0,0,0,0,0,0,1,0,1,0,6,95,3
37017,Deadly Invasion: The Killer Bee Nightmare,"When bees attack an isolated country house, a family must stick together to survive.",/LYOIUpLfRUCd6jTiq1aTncpw3y.jpg,['TV Movie'],"['Thriller', 'Science Fiction', 'Horror', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37017.jpg,0,0,0,0,0,1,1,0,0,0,1,0,41,14,3
37024,Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,"When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.",/2dB9Cx6dXIwr7Hx1jhnADOzwrLC.jpg,"['Animation', 'Comedy', 'Romance', 'Action']","['Romance', 'Comedy', 'Animation', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37024.jpg,0,1,0,1,1,0,0,0,0,1,0,0,74,64,4
37028,The Magic Flute,"During World War I, in an unnamed country, a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems.",/qjUjatQEMIHtCngnyTib943x7TU.jpg,['Music'],"['Music', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37028.jpg,1,1,0,0,0,0,0,0,1,0,0,0,15,40,3
37034,True Legend,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""",/6UICxESwvJbvRHdgT0jenH1xPmW.jpg,['Action'],"['Action', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37034.jpg,0,0,0,0,1,0,0,0,0,0,0,0,11,50,1
37035,Swarmed,Residents of a small town find themselves battling a swarm of wasps which has been sprayed by a super pesticide.,/5EZYd7m2Pl6O1Dt8UwhX2M1JTIR.jpg,['TV Movie'],"['Thriller', 'Action', 'Horror', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37035.jpg,0,0,0,0,1,1,1,0,0,0,1,0,7,20,4
37040,Why We Laugh: Black Comedians on Black Comedy,"Directors Robert Townsend and Quincy Newell offer this comprehensive and hilarious examination of the history, evolution and cultural significance of African American comedy in America, from the earliest minstrel shows to the latest HBO special. Featuring interviews with cultural critics and loads of comedic clips, this program features appearances by a who's-who of black comedians including Chris Rock, Bill Cosby, Whoopi Goldberg and many more.",/heKOutxZ4AtmasK3I5O8QyNaxLZ.jpg,['Documentary'],"['Comedy', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37040.jpg,0,1,1,0,0,0,0,0,0,0,0,0,45,65,2
37055,Elephant,"This short film, first broadcast on BBC TWO in 1989, is a chilling depiction of a series of violent killings during the Troubles in Northern Ireland.",/dEg0CvqHUnybH3CvbqmHhBTSFTb.jpg,['TV Movie'],"['Crime', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37055.jpg,0,0,0,0,0,0,0,1,0,0,1,0,8,26,2
37056,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",/y9DdvY1IRNS2hWLq161hmP2gXn.jpg,"['Romance', 'Comedy', 'Drama']","['Romance', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37056.jpg,1,1,0,1,0,0,0,0,0,0,0,0,17,50,3
37088,Aileen: Life and Death of a Serial Killer,"British documentarian Nick Broomfield creates a follow-up piece to his 1992 documentary of the serial killer Aileen Wuornos, a highway prostitute who was convicted of killing six men in Florida between 1989 and 1990. Interviewing an increasingly mentally unstable Wuornos, Broomfield captures the distorted mind of a murderer whom the state of Florida deems of sound mind -- and therefore fit to execute. Throughout the film, Broomfield includes footage of his testimony at Wuornos' trial.",/6MJpX3xlQicN2zIBhPsjpyyIWH.jpg,['Documentary'],"['Documentary', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37088.jpg,0,0,1,0,0,0,0,1,0,0,0,0,41,75,2
37100,Sailor Moon R: The Movie - The Promise of the Rose,"While enjoying the flower gardens, Sailor Moon and friends encounter an old childhood friend of Mamoru's: an alien! He's come back to give Mamoru a special flower but doesn't like Usagi and the rest of the planet's inhabitants. Sailor Moon must defend the earth from the evil Kisenian Flower he's brought back... before the evil vines and blossoms overrun the planet!",/sOsEDVFv2dJ8sI77XzQ2SeqRObZ.jpg,"['Animation', 'Romance', 'Action']","['Romance', 'Animation', 'Action', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37100.jpg,0,0,0,1,1,0,0,0,0,1,0,0,50,61,3
37112,The Great Locomotive Chase,"During the Civil War, a Union spy, Andrews, is asked to lead a band of Union soldiers into the South so that they could destroy the railway system. However, things don't go as planned when the conductor of the train that they stole is on to them and is doing everything he can to stop them. Based on a true story.",/siLEcZZS3VXPkBmaDPPYe6sNG40.jpg,['Family'],"['Family', 'Western', 'War', 'Drama', 'Action', 'Adventure']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37112.jpg,1,0,0,0,1,0,0,0,0,0,0,1,26,61,3
37144,True Crime,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has an addiction to mystery novels and detective magazines, which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",/nPYe83tWVSwVFRyWa6f5aaE7bbu.jpg,['Crime'],"['Thriller', 'Mystery', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37144.jpg,0,0,0,0,0,1,0,1,0,0,0,0,10,100,2
37169,The Human Centipede (First Sequence),"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision.",/gMtjxIkEi0hnTV5lPHbgeZ4ZpUZ.jpg,['Horror'],['Horror'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37169.jpg,0,0,0,0,0,0,1,0,0,0,0,0,36,55,1
37171,Diary of a Teenage Nudist,Documentary from the point of view of a now 18 year old girl who grew up in a nudist colony.,/7urJTeTuQb3X41K53XfbbJkaAW4.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37171.jpg,0,0,1,0,0,0,0,0,0,0,0,0,25,20,1
37172,Athadu,"A professional killer is hired to fake the assassination of a politician. However, when the politician is killed and he is framed for his murder, he takes on a dead man's identity to escape the law.",/ojZAu2KOemaDEfLnJXZeuU9QQko.jpg,['Family'],"['Thriller', 'Family', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37172.jpg,0,0,0,0,1,1,0,0,0,0,0,1,6,36,3
37178,Virtuality,"Twelve extremely talented men and women have been chosen to be part of the Phaeton mission, a 10-year trek to explore a distant planetary system. In order to endure the stress of being confined to their high-tech vessel, the crew passes the time using advanced virtual reality modules that allow them to take on various identities. But as the ship approaches a critical phase of their journey, a deadly flaw is discovered in the virtual system, forcing them to question if someone onboard might be a killer.",/vhQu9vNP2LoyDyp3z3LxQaQpqW3.jpg,['TV Movie'],"['Thriller', 'Science Fiction', 'Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37178.jpg,1,0,0,0,0,1,0,0,0,0,1,0,10,87,3
37185,"Comrades, Almost a Love Story","Jun arrives in Hong Kong from mainland China, hoping to be able to earn enough money to marry his girlfriend back home. He meets the streetwise Qiao and they become friends. As friendship turns into love, problems develop, and although they seem meant for each other they somehow keep missing out.",/5zI3WI1qg5fuHxHVJNdGAo8Etr1.jpg,['Romance'],"['Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37185.jpg,1,0,0,1,0,0,0,0,0,0,0,0,29,51,2
37206,A Shine of Rainbows,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all.",/9FWxI20tzm9LuP3KT9cbmp5YN6Q.jpg,['Family'],"['Family', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37206.jpg,1,0,0,0,0,0,0,0,0,0,0,1,19,70,2
37211,Scooby-Doo! and the Reluctant Werewolf,"Shaggy is turned into a werewolf, and it's up to Scooby, Scrappy and Shaggy's girlfriend to help him win a race against other monsters, and become human again.",/cXUQuHnNBxFSZAmYfogMfrcvMk7.jpg,"['Family', 'Animation', 'TV Movie']","['Family', 'TV Movie', 'Animation', 'Comedy', 'Mystery']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37211.jpg,0,1,0,0,0,0,0,0,0,1,1,1,38,28,4
37221,Another Egg and Chicken Movie,"Toto, now a chicken, tries to live as such, while Willy and Bibi deal some problems between them. A sorcerer egg desert needs a chicken heart to cast a spell. He sends his armies of eggs vulture, ostrich and scorpion to kidnap Toto. His friends embark on a journey through the desert to rescue the chicken, where they live countless adventures",/c7LMN9NrJQ97RxYM33qu5ItcbCn.jpg,"['Comedy', 'Family', 'Animation']","['Adventure', 'Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37221.jpg,0,1,0,0,0,0,0,0,0,1,0,1,29,61,3
37237,Bullet to Beijing,"When long-time British agent Harry Palmer loses his job because the Cold War is over, he's promptly approached by a Russian bossman, Alex. In St. Petersburg Alex tells Harry of his plan for Russia's future, which is threatened because a deadly biochemical weapon called the Red Death has been stolen from him. He'll pay Harry handsomely to retrieve it. An ex-spy friend tips Harry off that it's being sent to Beijing by train, aboard which we begin to learn whose side everyone's really on.",/gVVXIWcxcSNlv5cNOOayHzmR2Q3.jpg,['TV Movie'],"['Thriller', 'Drama', 'Action', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37237.jpg,1,0,0,0,1,1,0,0,0,0,1,0,17,84,4
37244,Leave It to Beaver,"The Cleavers are an all-American family living in Ohio – wise father Ward, loving mother June, teenage son Wally, and 8-year-old Theodore, better known as 'Beaver'. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile, Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",/zBe7rCrImp9XxSGWTWAmYlPEXeN.jpg,['Family'],"['Comedy', 'Family']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37244.jpg,0,1,0,0,0,0,0,0,0,0,0,1,18,97,2
37247,The Graduate,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",/znN9T8QHkwOAHIEtLB6bC9pNd8k.jpg,"['Romance', 'Comedy', 'Drama']","['Romance', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37247.jpg,1,1,0,1,0,0,0,0,0,0,0,0,12,23,3
37254,Mermaid Chronicles Part 1: She Creature,"Two carnies (Sewell and Gugino) abduct a mermaid in Ireland, circa 1900, and decide to transport her to America. As their ship loses its way and heads towards the mythical Forbidden Islands, the mermaid begins to display its deadly side.",/9XujfUiyhNxPG48cQHvJnkMnqSw.jpg,['TV Movie'],"['Horror', 'Fantasy', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37254.jpg,0,0,0,0,0,0,1,0,0,0,1,0,39,40,2
37280,Crayon Shin-chan: The Adult Empire Strikes Back,Shin-chan must rescue the adults of Kasukabe when they mysteriously abandon their responsibilities to relive their youth at the new 20th-century expo.,/heJkgOCx4pHqdooYA1h7B65ghvf.jpg,"['Comedy', 'Animation']","['Adventure', 'Comedy', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37280.jpg,0,1,0,0,0,0,0,0,0,1,0,0,47,22,2
37292,Broken Arrow,"Indian scout Tom Jeffords is sent out to stem the war between the Whites and Apaches in the late 1870s. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",/n061xgOTAvJ2l06latNDF4s13FV.jpg,['Romance'],"['Western', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/37292.jpg,0,0,0,1,0,0,0,0,0,0,0,0,12,37,1
